Item,Year,Price per Kg in Rial,President,Population
Tomatoes,2015,5433.760300000001,Hassan Rouhani,78492215.0
Tomatoes,2016,3845.7016,Hassan Rouhani,79563989.0
Tomatoes,2017,5937.486199999999,Hassan Rouhani,80673883.0
Tomatoes,2018,16680.6848,Hassan Rouhani,81800188.0
"Vegetables, leguminous nes",1998,285.97520000000003,Mohammad Khatami,63971835.99999999
"Vegetables, leguminous nes",1999,743.0332,Mohammad Khatami,64800880.0
"Vegetables, leguminous nes",2000,832.7143000000001,Mohammad Khatami,65623405.0
"Vegetables, leguminous nes",2001,1133.992,Mohammad Khatami,66449112.00000001
"Vegetables, leguminous nes",2002,909.6519,Mohammad Khatami,67284796.0
"Vegetables, leguminous nes",2003,879.9282000000001,Mohammad Khatami,68122938.0
"Vegetables, leguminous nes",2004,1183.4261999999999,Mohammad Khatami,68951281.0
"Vegetables, leguminous nes",2005,1218.0717,Mahmoud Ahmadinejad,69762347.00000001
"Vegetables, leguminous nes",2006,1494.71,Mahmoud Ahmadinejad,70554760.0
"Vegetables, leguminous nes",2007,2094.7217,Mahmoud Ahmadinejad,71336475.0
"Vegetables, leguminous nes",2008,2754.8616,Mahmoud Ahmadinejad,72120604.0
"Vegetables, leguminous nes",2009,1614.7368,Mahmoud Ahmadinejad,72924837.0
"Vegetables, leguminous nes",2010,2223.0672000000004,Mahmoud Ahmadinejad,73762519.0
"Vegetables, leguminous nes",2011,3233.6336,Mahmoud Ahmadinejad,74634957.0
"Vegetables, leguminous nes",2012,4855.39,Mahmoud Ahmadinejad,75539878.0
"Vegetables, leguminous nes",2013,4973.6214,Hassan Rouhani,76481961.0
"Vegetables, leguminous nes",2014,4472.2284,Hassan Rouhani,77465770.0
"Vegetables, leguminous nes",2015,8851.256100000002,Hassan Rouhani,78492215.0
"Vegetables, leguminous nes",2016,9778.0982,Hassan Rouhani,79563989.0
"Vegetables, leguminous nes",2017,8203.4994,Hassan Rouhani,80673883.0
"Vegetables, leguminous nes",2018,11184.476799999999,Hassan Rouhani,81800188.0
Watermelons,1991,51.1511,Akbar Hashemi Rafsanjani,57679034.00000001
Watermelons,1992,69.3645,Akbar Hashemi Rafsanjani,58780370.0
Watermelons,1993,104.931,Akbar Hashemi Rafsanjani,59723764.0
Watermelons,1994,98.0463,Akbar Hashemi Rafsanjani,60590614.0
Watermelons,1995,194.925,Akbar Hashemi Rafsanjani,61442664.00000001
Watermelons,1996,148.095,Akbar Hashemi Rafsanjani,62294920.0
Watermelons,1997,283.73589999999996,Mohammad Khatami,63136312.00000001
Watermelons,1998,253.9152,Mohammad Khatami,63971835.99999999
Watermelons,1999,315.8204,Mohammad Khatami,64800880.0
Watermelons,2000,410.91270000000003,Mohammad Khatami,65623405.0
Watermelons,2001,436.9567,Mohammad Khatami,66449112.00000001
Watermelons,2002,423.3991,Mohammad Khatami,67284796.0
Watermelons,2003,603.8240999999999,Mohammad Khatami,68122938.0
Watermelons,2004,881.9712000000001,Mohammad Khatami,68951281.0
Watermelons,2005,525.2318,Mahmoud Ahmadinejad,69762347.00000001
Watermelons,2006,1032.542,Mahmoud Ahmadinejad,70554760.0
Watermelons,2007,965.224,Mahmoud Ahmadinejad,71336475.0
Watermelons,2008,1330.2908,Mahmoud Ahmadinejad,72120604.0
Watermelons,2009,1378.9872000000003,Mahmoud Ahmadinejad,72924837.0
Watermelons,2010,1241.7594,Mahmoud Ahmadinejad,73762519.0
Watermelons,2011,1520.2112,Mahmoud Ahmadinejad,74634957.0
Watermelons,2012,2504.3975,Mahmoud Ahmadinejad,75539878.0
Watermelons,2013,4040.0316000000003,Hassan Rouhani,76481961.0
Watermelons,2014,3784.7919,Hassan Rouhani,77465770.0
Watermelons,2015,3640.8805,Hassan Rouhani,78492215.0
Watermelons,2016,4565.9978,Hassan Rouhani,79563989.0
Watermelons,2017,3113.2762000000002,Hassan Rouhani,80673883.0
Watermelons,2018,8859.315200000001,Hassan Rouhani,81800188.0
Wheat,1991,136.02819999999997,Akbar Hashemi Rafsanjani,57679034.00000001
Wheat,1992,149.078,Akbar Hashemi Rafsanjani,58780370.0
Wheat,1993,225.348,Akbar Hashemi Rafsanjani,59723764.0
Wheat,1994,266.7885,Akbar Hashemi Rafsanjani,60590614.0
Wheat,1995,330.3375,Akbar Hashemi Rafsanjani,61442664.00000001
Wheat,1996,421.6868,Akbar Hashemi Rafsanjani,62294920.0
Wheat,1997,484.3797,Mohammad Khatami,63136312.00000001
Wheat,1998,596.6365999999999,Mohammad Khatami,63971835.99999999
Wheat,1999,672.1092,Mohammad Khatami,64800880.0
Wheat,2000,875.1237,Mohammad Khatami,65623405.0
Wheat,2001,1048.3263,Mohammad Khatami,66449112.00000001
Wheat,2002,1286.7741,Mohammad Khatami,67284796.0
Wheat,2003,1499.319,Mohammad Khatami,68122938.0
Wheat,2004,1694.1770999999999,Mohammad Khatami,68951281.0
Wheat,2005,1866.0965999999999,Mahmoud Ahmadinejad,69762347.00000001
Wheat,2006,2067.835,Mahmoud Ahmadinejad,70554760.0
Wheat,2007,2039.0357,Mahmoud Ahmadinejad,71336475.0
Wheat,2008,2925.5083999999997,Mahmoud Ahmadinejad,72120604.0
Wheat,2009,3053.8944000000006,Mahmoud Ahmadinejad,72924837.0
Wheat,2010,3188.994,Mahmoud Ahmadinejad,73762519.0
Wheat,2011,3411.9824,Mahmoud Ahmadinejad,74634957.0
Wheat,2012,4362.3025,Mahmoud Ahmadinejad,75539878.0
Wheat,2013,7608.6648,Hassan Rouhani,76481961.0
Wheat,2014,10474.9758,Hassan Rouhani,77465770.0
Wheat,2015,11534.773600000002,Hassan Rouhani,78492215.0
Wheat,2016,12421.245200000001,Hassan Rouhani,79563989.0
Wheat,2017,12898.3332,Hassan Rouhani,80673883.0
Wheat,2018,13051.961599999999,Hassan Rouhani,81800188.0
