Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QL","Livestock Primary","102","Iran (Islamic Republic of)","5313","Laying","1062","Eggs, hen, in shell","1999","1999","1000 Head","35000","","Official data"
"QL","Livestock Primary","102","Iran (Islamic Republic of)","5313","Laying","1062","Eggs, hen, in shell","2000","2000","1000 Head","55933","","Official data"
"QL","Livestock Primary","102","Iran (Islamic Republic of)","5313","Laying","1062","Eggs, hen, in shell","2001","2001","1000 Head","60000","F","FAO estimate"
"QL","Livestock Primary","102","Iran (Islamic Republic of)","5313","Laying","1062","Eggs, hen, in shell","2002","2002","1000 Head","62323","","Official data"
"QL","Livestock Primary","102","Iran (Islamic Republic of)","5313","Laying","1062","Eggs, hen, in shell","2003","2003","1000 Head","63000","F","FAO estimate"
"QL","Livestock Primary","102","Iran (Islamic Republic of)","5313","Laying","1062","Eggs, hen, in shell","2004","2004","1000 Head","65000","F","FAO estimate"
"QL","Livestock Primary","102","Iran (Islamic Republic of)","5313","Laying","1062","Eggs, hen, in shell","2005","2005","1000 Head","67210","","Official data"
"QL","Livestock Primary","102","Iran (Islamic Republic of)","5313","Laying","1062","Eggs, hen, in shell","2006","2006","1000 Head","62000","F","FAO estimate"
"QL","Livestock Primary","102","Iran (Islamic Republic of)","5313","Laying","1062","Eggs, hen, in shell","2007","2007","1000 Head","62500","F","FAO estimate"
"QL","Livestock Primary","102","Iran (Islamic Republic of)","5313","Laying","1062","Eggs, hen, in shell","2008","2008","1000 Head","84580","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","102","Iran (Islamic Republic of)","5313","Laying","1062","Eggs, hen, in shell","2009","2009","1000 Head","65000","F","FAO estimate"
"QL","Livestock Primary","102","Iran (Islamic Republic of)","5313","Laying","1062","Eggs, hen, in shell","2010","2010","1000 Head","66500","F","FAO estimate"
