Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1982","1982","1000 persons","20366.744","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1982","1982","1000 persons","20449.395","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1982","1982","1000 persons","21433.937","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1983","1983","1000 persons","43636.837","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1983","1983","1000 persons","22361.557","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1983","1983","1000 persons","21275.281","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1983","1983","1000 persons","20986.206","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1983","1983","1000 persons","22658.886","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1984","1984","1000 persons","45472.791","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1984","1984","1000 persons","23257.501","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1984","1984","1000 persons","22215.291","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1984","1984","1000 persons","21528.956","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1984","1984","1000 persons","23945.752","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1985","1985","1000 persons","47347.186","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1985","1985","1000 persons","24182.329","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1985","1985","1000 persons","23164.868","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1985","1985","1000 persons","22063.99","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1985","1985","1000 persons","25278.712","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1986","1986","1000 persons","49260.255","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1986","1986","1000 persons","25138.443","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1986","1986","1000 persons","24121.82","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1986","1986","1000 persons","22592.853","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1986","1986","1000 persons","26663.989","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1987","1987","1000 persons","51193.782","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1987","1987","1000 persons","26114.353","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1987","1987","1000 persons","25079.429","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1987","1987","1000 persons","23183.646","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1987","1987","1000 persons","28013.836","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1988","1988","1000 persons","53077.313","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1988","1988","1000 persons","27071.405","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1988","1988","1000 persons","26005.907","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1988","1988","1000 persons","23747.637","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1988","1988","1000 persons","29327.981","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1989","1989","1000 persons","54822.003","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1989","1989","1000 persons","27959.756","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1989","1989","1000 persons","26862.249","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1989","1989","1000 persons","24214.759","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1989","1989","1000 persons","30562.355","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1990","1990","1000 persons","56366.217","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1990","1990","1000 persons","28744.603","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1990","1990","1000 persons","27621.609","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1990","1990","1000 persons","24553.72","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1990","1990","1000 persons","31672.465","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1991","1991","1000 persons","57679.034","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1991","1991","1000 persons","29409.834","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1991","1991","1000 persons","28269.191","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1991","1991","1000 persons","24748.723","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1991","1991","1000 persons","32626.861","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1992","1992","1000 persons","58780.37","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1992","1992","1000 persons","29966.691","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1992","1992","1000 persons","28813.685","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1992","1992","1000 persons","24671.788","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1992","1992","1000 persons","33588.95","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1993","1993","1000 persons","59723.764","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1993","1993","1000 persons","30442.121","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1993","1993","1000 persons","29281.64","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1993","1993","1000 persons","24470.368","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1993","1993","1000 persons","34520.85","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1994","1994","1000 persons","60590.614","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1994","1994","1000 persons","30877.473","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1994","1994","1000 persons","29713.135","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1994","1994","1000 persons","24260.107","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1994","1994","1000 persons","35465.018","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1995","1995","1000 persons","61442.664","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1995","1995","1000 persons","31304.193","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1995","1995","1000 persons","30138.465","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1995","1995","1000 persons","24087.035","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1995","1995","1000 persons","36488.609","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1996","1996","1000 persons","62294.92","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1996","1996","1000 persons","31728.559","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1996","1996","1000 persons","30566.36","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1996","1996","1000 persons","23963.569","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1996","1996","1000 persons","37619.52","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1997","1997","1000 persons","63136.312","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1997","1997","1000 persons","32144.792","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1997","1997","1000 persons","30991.517","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1997","1997","1000 persons","23922.226","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1997","1997","1000 persons","38788.331","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1998","1998","1000 persons","63971.836","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1998","1998","1000 persons","32558.036","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1998","1998","1000 persons","31413.8","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1998","1998","1000 persons","23906.421","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1998","1998","1000 persons","39994.209","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1999","1999","1000 persons","64800.88","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","1999","1999","1000 persons","32971.613","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","1999","1999","1000 persons","31829.262","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","1999","1999","1000 persons","23866.585","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","1999","1999","1000 persons","41196.075","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 persons","65623.405","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 persons","33387.552","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 persons","32235.845","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 persons","23779.764","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 persons","42352.09","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 persons","66449.112","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 persons","33813.998","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 persons","32635.113","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 persons","23646.162","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 persons","43450.252","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 persons","67284.796","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 persons","34252.349","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 persons","33032.452","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 persons","23475.745","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 persons","44507.585","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 persons","68122.938","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 persons","34689.329","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 persons","33433.618","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 persons","23277.974","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 persons","45534.739","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","68951.281","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 persons","35105.75","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 persons","33845.529","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 persons","23064.517","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 persons","46552.583","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 persons","69762.347","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 persons","35489.609","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 persons","34272.736","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 persons","22846.437","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 persons","47575.374","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","70554.76","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 persons","35834.475","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 persons","34720.281","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 persons","22622.393","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 persons","48605.487","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","71336.475","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 persons","36149.941","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 persons","35186.535","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 persons","22427.746","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 persons","49603.357","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","72120.604","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 persons","36459.379","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 persons","35661.229","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 persons","22248.124","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 persons","50597.418","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","72924.837","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 persons","36795.158","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 persons","36129.675","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 persons","22072.992","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 persons","51614.573","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","73762.519","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 persons","37180.19","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 persons","36582.329","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 persons","21903.373","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 persons","52664.138","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","74634.957","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 persons","37622.122","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 persons","37012.837","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 persons","21741.243","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 persons","53750.339","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","75539.878","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 persons","38112.878","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 persons","37427.003","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 persons","21594.353","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 persons","54859.221","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","76481.961","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 persons","38640.056","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 persons","37841.907","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 persons","21453.348","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","55982.036","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","77465.77","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","39184.203","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","38281.566","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","21304.537","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","57106.555","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","78492.215","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","39730.143","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","38762.065","X","International reliable sources",""
"OA","Annual population","102","Iran (Islamic Republic of)","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","21143.455","X","International reliable sources",""
