Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1320","Herbicides","2011","2011","tonnes","1254.43","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1320","Herbicides","2012","2012","tonnes","1677.63","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1320","Herbicides","2013","2013","tonnes","1409.22","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1320","Herbicides","2016","2016","tonnes","1564.19","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","1990","1990","tonnes","886","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","1991","1991","tonnes","991","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","1992","1992","tonnes","1079","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","1993","1993","tonnes","4525","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","1994","1994","tonnes","2521","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","1995","1995","tonnes","5803","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","1996","1996","tonnes","1297","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","2000","2000","tonnes","1608.6","Fc","Calculated data"
"RP","Pesticides Use","102","Iran (Islamic Republic of)","5157","Agricultural Use","1331","Fungicides and Bactericides","2001","2001","tonnes","1576.2","Fc","Calculated data"
